0,94,95
1,94,95
2,94,95
3,94,95
4,94,95
5,94,95
6,94,95
7,94,95
8,94,95
9,94,95
10,94,95
11,94,95
12,94,95
13,94,95
14,94,95
15,94,95
16,94,95
17,94,95
18,94,95
19,94,95
20,94,95
21,94,95
22,94,95
23,94,95
24,94,95
25,94,95
26,94,95
27,94,95
28,94,95
29,94,95
30,94,95
31,94,95
32,94,95
33,94,95
34,94,95
35,94,95
36,94,95
37,94,95
38,94,95
39,94,95
40,94,95
41,94,95
42,94,95
43,94,95
44,94,95
45,94,95
46,94,95
47,94,95
48,94,95
49,94,95
50,94,95
51,94,95
52,94,95
53,94,95
54,94,95
55,94,95
56,94,95
57,94,95
58,94,95
59,94,95
60,94,95
61,94,95
62,94,95
63,94,95
64,94,95
65,94,95
66,94,95
67,94,95
68,94,95
69,94,95
70,94,95
71,94,95
72,94,95
73,94,95
74,94,95
75,94,95
76,94,95
77,94,95
78,94,95
79,94,95
80,94,95
81,94,95
82,94,95
83,94,95
84,94,95
85,94,95
86,94,95
87,94,95
88,94,95
89,94,95
95,94,95
96,94,95
97,94,95
98,94,95
99,94,95
100,94,95
101,94,95
102,94,95
103,94,95
104,94,95
105,94,95
106,20,42
106,94,95
107,94,95
108,94,95
109,94,95
110,94,95
111,94,95
112,94,95
113,94,95
114,94,95
115,94,95
116,94,95
117,94,95
118,94,95
119,94,95
120,94,95
121,94,95
122,94,95
123,94,95
124,94,95
125,94,95
126,94,95
127,94,95
128,94,95
129,94,95
130,94,95
131,94,95
132,94,95
133,94,95
134,94,95
135,94,95
136,94,95
137,94,95
138,94,95
139,94,95
140,94,95
141,94,95
142,94,95
143,94,95
144,94,95
145,94,95
146,94,95
147,94,95
148,94,95
149,94,95
150,94,95
151,94,95
152,94,95
153,94,95
154,94,95
155,94,95
156,94,95
157,94,95
158,94,95
159,94,95
160,94,95
161,94,95
162,94,95
163,94,95
164,94,95
165,94,95
166,94,95
167,94,95
168,94,95
169,94,95
170,94,95
171,94,95
172,94,95
173,94,95
174,94,95
175,94,95
176,94,95
177,94,95
178,94,95
179,94,95
180,94,95
181,94,95
182,94,95
183,94,95
184,20,42
184,94,95
185,20,42
185,94,95
186,20,42
186,94,95
187,94,95
188,94,95
189,94,95
190,20,42
190,94,95
191,94,95
192,20,42
192,94,95
193,20,42
193,94,95
194,20,42
194,94,95
195,94,95
196,94,95
197,94,95
198,94,95
199,94,95
200,42,94
200,42,95
200,94,95
201,94,95
202,20,94
202,94,95
203,20,94
203,94,95
204,94,95
205,94,95
206,20,95
206,94,95
207,20,94
207,94,95
208,20,94
208,20,95
208,94,95
209,20,94
209,20,95
209,94,95
210,20,94
210,94,95
211,94,95
212,20,94
212,20,95
